sample	contig	bgc_candidate_id	product_activity	protein_id	gene_start	gene_end	pfam_id	protein_id_1	clan	pfam	family	description	taxid	taxonomy
SRR6145058	k99_5833	k99_5833_1-1044.1	antibacterial	k99_5833_k99_5833_2	426	1044	PF13649	0.75111000000000006	CL0063	NADP_Rossmann	Methyltransf_25	Methyltransferase domain	1747	Cutibacterium acnes
SRR6145058	k99_5833	k99_5833_1-1044.1	antibacterial	k99_5833_k99_5833_2	426	1044	PF08242	0.70897	CL0063	NADP_Rossmann	Methyltransf_12	Methyltransferase domain	1747	Cutibacterium acnes
SRR6145058	k99_3751	k99_3751_159-795.1	antibacterial	k99_3751_k99_3751_2	159	795	PF08281	0.56839	CL0123	HTH	Sigma70_r4_2	Sigma-70, region 4	1747	Cutibacterium acnes
SRR6145058	k99_3751	k99_3751_159-795.1	antibacterial	k99_3751_k99_3751_2	159	795	PF04545	0.49513	CL0123	HTH	Sigma70_r4	Sigma-70, region 4	1747	Cutibacterium acnes
SRR6145058	k99_10305	k99_10305_1907-2123.1	antibacterial	k99_10305_k99_10305_3	1907	2123	PF13822	0.52919	NA	NA	ACC_epsilon	Acyl-CoA carboxylase epsilon subunit	1747	Cutibacterium acnes
SRR6145058	k99_5017	k99_5017_1-1072.1	inhibitor	k99_5017_k99_5017_1	1	1072	PF00550	0.89302	CL0314	PP-binding	PP-binding	Phosphopantetheine attachment site	1881017	Pseudomonas sp. 7SR1
SRR6145058	k99_5017	k99_5017_1-1072.1	inhibitor	k99_5017_k99_5017_1	1	1072	PF00668	0.8799	CL0149	CoA-acyltrans	Condensation	Condensation domain	1881017	Pseudomonas sp. 7SR1
SRR6145058	k99_9878	k99_9878_0-1299.1	antibacterial	k99_9878_k99_9878_1	0	330	PF01654	0.58606	NA	NA	Cyt_bd_oxida_I	Cytochrome bd terminal oxidase subunit I	1747	Cutibacterium acnes
SRR6145058	k99_9878	k99_9878_0-1299.1	antibacterial	k99_9878_k99_9878_2	342	1299	PF02322	0.53948	NA	NA	Cyt_bd_oxida_II	Cytochrome bd terminal oxidase subunit II	1747	Cutibacterium acnes
SRR6145058	k99_9878	k99_9878_0-1299.1	antibacterial	k99_9878_k99_9878_2	342	1299	PF14256	0.46856	NA	NA	YwiC	YwiC-like protein	1747	Cutibacterium acnes
SRR6145058	k99_11921	k99_11921_136-1744.1	antibacterial-antifungal	k99_11921_k99_11921_1	136	1744	PF00083	0.5813	CL0015	MFS	Sugar_tr	Sugar (and other) transporter	1747	Cutibacterium acnes
SRR6145058	k99_11921	k99_11921_136-1744.1	antibacterial-antifungal	k99_11921_k99_11921_1	136	1744	PF07690	0.5778	CL0015	MFS	MFS_1	Major Facilitator Superfamily	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_1	1	67	PF16268	0.66443	CL0265	HIT	DUF4921	Domain of unknown function (DUF4921)	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_2	88	604	PF16268	0.66322	CL0265	HIT	DUF4921	Domain of unknown function (DUF4921)	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_3	723	1482	PF12802	0.72887	CL0123	HTH	MarR_2	MarR family	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_3	723	1482	PF01022	0.73028	CL0123	HTH	HTH_5	Bacterial regulatory protein, arsR family	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_3	723	1482	PF09339	0.7613	CL0123	HTH	HTH_IclR	IclR helix-turn-helix domain	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_3	723	1482	PF12840	0.75839	CL0123	HTH	HTH_20	Helix-turn-helix domain	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_3	723	1482	PF01978	0.74654	CL0123	HTH	TrmB	Sugar-specific transcriptional regulator TrmB	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_3	723	1482	PF13412	0.75283	CL0123	HTH	HTH_24	Winged helix-turn-helix DNA-binding	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_3	723	1482	PF01614	0.79629	CL0161	GAF	IclR	Bacterial transcriptional regulator	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_4	1707	2856	PF02771	0.78889	CL0544	AcylCoA_ox_dh_N	Acyl-CoA_dh_N	Acyl-CoA dehydrogenase, N-terminal domain	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_4	1707	2856	PF02770	0.77334	NA	NA	Acyl-CoA_dh_M	Acyl-CoA dehydrogenase, middle domain	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_4	1707	2856	PF00441	0.75584	CL0087	Acyl-CoA_dh	Acyl-CoA_dh_1	Acyl-CoA dehydrogenase, C-terminal domain	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_4	1707	2856	PF08028	0.73665	CL0087	Acyl-CoA_dh	Acyl-CoA_dh_2	Acyl-CoA dehydrogenase, C-terminal domain	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_5	2893	4060	PF02515	0.72438	NA	NA	CoA_transf_3	CoA-transferase family III	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_6	4168	4930	PF01012	0.63138	CL0039	HUP	ETF	Electron transfer flavoprotein domain	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_7	4962	5841	PF01012	0.55973	CL0039	HUP	ETF	Electron transfer flavoprotein domain	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_7	4962	5841	PF00766	0.59103000000000006	CL0085	FAD_DHS	ETF_alpha	Electron transfer flavoprotein FAD-binding domain	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_8	5837	6257	PF01262	0.61838	CL0063	NADP_Rossmann	AlaDh_PNT_C	Alanine dehydrogenase/PNT, C-terminal domain	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_8	5837	6257	PF07992	0.67346	CL0063	NADP_Rossmann	Pyr_redox_2	Pyridine nucleotide-disulphide oxidoreductase	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_8	5837	6257	PF01946	0.71809	CL0063	NADP_Rossmann	Thi4	Thi4 family	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_8	5837	6257	PF03486	0.71729	CL0063	NADP_Rossmann	HI0933_like	HI0933-like protein	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_8	5837	6257	PF01494	0.76393	CL0063	NADP_Rossmann	FAD_binding_3	FAD binding domain	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_8	5837	6257	PF01266	0.75629	CL0063	NADP_Rossmann	DAO	FAD dependent oxidoreductase	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_8	5837	6257	PF12831	0.72665	CL0063	NADP_Rossmann	FAD_oxidored	FAD dependent oxidoreductase	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_8	5837	6257	PF00890	0.73904	CL0063	NADP_Rossmann	FAD_binding_2	FAD binding domain	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_8	5837	6257	PF13738	0.73113	CL0063	NADP_Rossmann	Pyr_redox_3	Pyridine nucleotide-disulphide oxidoreductase	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_8	5837	6257	PF05834	0.77029	CL0063	NADP_Rossmann	Lycopene_cycl	Lycopene cyclase protein	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_8	5837	6257	PF01134	0.68953	CL0063	NADP_Rossmann	GIDA	Glucose inhibited division protein A	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_8	5837	6257	PF00070	0.69909	CL0063	NADP_Rossmann	Pyr_redox	Pyridine nucleotide-disulphide oxidoreductase	1747	Cutibacterium acnes
SRR6145058	k99_6654	k99_6654_1-6257.1	NA	k99_6654_k99_6654_8	5837	6257	PF13450	0.746	CL0063	NADP_Rossmann	NAD_binding_8	NAD(P)-binding Rossmann-like domain	1747	Cutibacterium acnes
SRR6145058	k99_6153	k99_6153_959-1385.1	antibacterial	k99_6153_k99_6153_1	959	1385	PF13460	0.6361	CL0063	NADP_Rossmann	NAD_binding_10	NAD(P)H-binding	1747	Cutibacterium acnes
SRR6145058	k99_1231	k99_1231_233-776.1	antibacterial	k99_1231_k99_1231_1	233	776	PF00440	0.69307	CL0123	HTH	TetR_N	Bacterial regulatory proteins, tetR family	1747	Cutibacterium acnes
SRR6145058	k99_4509	k99_4509_1650-3225.1	antibacterial	k99_4509_k99_4509_3	1650	3225	PF00150	0.50225	CL0058	Glyco_hydro_tim	Cellulase	Cellulase (glycosyl hydrolase family 5)	1747	Cutibacterium acnes
SRR6145058	k99_10126	k99_10126_183-1038.1	antibacterial	k99_10126_k99_10126_1	183	1038	PF13336	0.5784	CL0246	ISOCOT_Fold	AcetylCoA_hyd_C	Acetyl-CoA hydrolase/transferase C-terminal domain	1747	Cutibacterium acnes
SRR6145058	k99_926	k99_926_205-1662.1	NA	k99_926_k99_926_2	205	826	PF05175	0.70967	CL0063	NADP_Rossmann	MTS	Methyltransferase small domain	1747	Cutibacterium acnes
SRR6145058	k99_926	k99_926_205-1662.1	NA	k99_926_k99_926_2	205	826	PF12847	0.75739	CL0063	NADP_Rossmann	Methyltransf_18	Methyltransferase domain	1747	Cutibacterium acnes
SRR6145058	k99_926	k99_926_205-1662.1	NA	k99_926_k99_926_2	205	826	PF13489	0.81145	CL0063	NADP_Rossmann	Methyltransf_23	Methyltransferase domain	1747	Cutibacterium acnes
SRR6145058	k99_926	k99_926_205-1662.1	NA	k99_926_k99_926_2	205	826	PF13649	0.79586	CL0063	NADP_Rossmann	Methyltransf_25	Methyltransferase domain	1747	Cutibacterium acnes
SRR6145058	k99_926	k99_926_205-1662.1	NA	k99_926_k99_926_2	205	826	PF13847	0.77329	CL0063	NADP_Rossmann	Methyltransf_31	Methyltransferase domain	1747	Cutibacterium acnes
SRR6145058	k99_926	k99_926_205-1662.1	NA	k99_926_k99_926_2	205	826	PF06325	0.72028	CL0063	NADP_Rossmann	PrmA	Ribosomal protein L11 methyltransferase (PrmA)	1747	Cutibacterium acnes
SRR6145058	k99_926	k99_926_205-1662.1	NA	k99_926_k99_926_2	205	826	PF08241	0.72119	CL0063	NADP_Rossmann	Methyltransf_11	Methyltransferase domain	1747	Cutibacterium acnes
SRR6145058	k99_926	k99_926_205-1662.1	NA	k99_926_k99_926_2	205	826	PF08242	0.66192	CL0063	NADP_Rossmann	Methyltransf_12	Methyltransferase domain	1747	Cutibacterium acnes
SRR6145058	k99_926	k99_926_205-1662.1	NA	k99_926_k99_926_3	822	1662	PF01416	0.5243	CL0649	PseudoU_synth	PseudoU_synth_1	tRNA pseudouridine synthase	1747	Cutibacterium acnes
SRR6145058	k99_2176	k99_2176_2-701.1	antibacterial	k99_2176_k99_2176_1	2	701	PF09754	0.62725	CL0408	PUP	PAC2	PAC2 family	1234380	Cutibacterium acnes C1
SRR6145058	k99_1753	k99_1753_0-1567.1	antibacterial	k99_1753_k99_1753_1	0	633	PF01135	0.73103	CL0063	NADP_Rossmann	PCMT	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)	1747	Cutibacterium acnes
SRR6145058	k99_1753	k99_1753_0-1567.1	antibacterial	k99_1753_k99_1753_1	0	633	PF08704	0.72039	CL0063	NADP_Rossmann	GCD14	tRNA methyltransferase complex GCD14 subunit	1747	Cutibacterium acnes
SRR6145058	k99_1753	k99_1753_0-1567.1	antibacterial	k99_1753_k99_1753_2	707	1097	PF11255	0.70281	NA	NA	DUF3054	Protein of unknown function (DUF3054)	1747	Cutibacterium acnes
SRR6145058	k99_1753	k99_1753_0-1567.1	antibacterial	k99_1753_k99_1753_3	1093	1567	PF12698	0.62677	CL0181	ABC-2	ABC2_membrane_3	ABC-2 family transporter protein	1747	Cutibacterium acnes
SRR6145058	k99_1753	k99_1753_0-1567.1	antibacterial	k99_1753_k99_1753_3	1093	1567	PF01061	0.63187	CL0181	ABC-2	ABC2_membrane	ABC-2 type transporter	1747	Cutibacterium acnes
SRR6145058	k99_4903	k99_4903_1182-2463.1	antibacterial	k99_4903_k99_4903_2	1182	2463	PF13353	0.65582	CL0344	4Fe-4S	Fer4_12	4Fe-4S single cluster domain	1747	Cutibacterium acnes
SRR6145058	k99_4903	k99_4903_1182-2463.1	antibacterial	k99_4903_k99_4903_2	1182	2463	PF04055	0.62696	CL0036	TIM_barrel	Radical_SAM	Radical SAM superfamily	1747	Cutibacterium acnes
SRR6145058	k99_4903	k99_4903_1182-2463.1	antibacterial	k99_4903_k99_4903_2	1182	2463	PF13186	0.65199	NA	NA	SPASM	Iron-sulfur cluster-binding domain	1747	Cutibacterium acnes
SRR6145058	k99_4903	k99_4903_4057-6397.1	antibacterial	k99_4903_k99_4903_4	4057	4843	PF02872	0.52704	NA	NA	5_nucleotid_C	5'-nucleotidase, C-terminal domain	1747	Cutibacterium acnes
SRR6145058	k99_4903	k99_4903_4057-6397.1	antibacterial	k99_4903_k99_4903_6	5548	5824	PF00664	0.73622	CL0241	ABC_membrane	ABC_membrane	ABC transporter transmembrane region	1747	Cutibacterium acnes
SRR6145058	k99_4903	k99_4903_4057-6397.1	antibacterial	k99_4903_k99_4903_7	6100	6397	PF13280	0.5497	CL0654	WYL	WYL	WYL domain	1747	Cutibacterium acnes
SRR6145058	k99_8355	k99_8355_0-1815.1	antibacterial	k99_8355_k99_8355_1	0	543	PF13506	0.67818	CL0110	GT-A	Glyco_transf_21	Glycosyl transferase family 21	1747	Cutibacterium acnes
SRR6145058	k99_8355	k99_8355_0-1815.1	antibacterial	k99_8355_k99_8355_3	1344	1815	PF00483	0.5664	CL0110	GT-A	NTP_transferase	Nucleotidyl transferase	1747	Cutibacterium acnes
SRR6145058	k99_8355	k99_8355_0-1815.1	antibacterial	k99_8355_k99_8355_3	1344	1815	PF12804	0.56871	CL0110	GT-A	NTP_transf_3	MobA-like NTP transferase domain	1747	Cutibacterium acnes
SRR6145058	k99_1190	k99_1190_1463-1736.1	antibacterial	k99_1190_k99_1190_2	1463	1736	PF00486	0.51411	CL0123	HTH	Trans_reg_C	Transcriptional regulatory protein, C terminal	1747	Cutibacterium acnes
SRR6145058	k99_5516	k99_5516_682-1642.1	antibacterial	k99_5516_k99_5516_2	682	1642	PF07992	0.57664	CL0063	NADP_Rossmann	Pyr_redox_2	Pyridine nucleotide-disulphide oxidoreductase	1747	Cutibacterium acnes
SRR6145058	k99_5516	k99_5516_682-1642.1	antibacterial	k99_5516_k99_5516_2	682	1642	PF01593	0.62845	CL0063	NADP_Rossmann	Amino_oxidase	Flavin containing amine oxidoreductase	1747	Cutibacterium acnes
SRR6145058	k99_5516	k99_5516_682-1642.1	antibacterial	k99_5516_k99_5516_2	682	1642	PF00070	0.52582	CL0063	NADP_Rossmann	Pyr_redox	Pyridine nucleotide-disulphide oxidoreductase	1747	Cutibacterium acnes
SRR6145058	k99_11441	k99_11441_2-1721.1	antibacterial	k99_11441_k99_11441_1	2	1721	PF02514	0.567	NA	NA	CobN-Mg_chel	CobN/Magnesium Chelatase	1747	Cutibacterium acnes
SRR6145058	k99_8040	k99_8040_0-1789.1	antibacterial	k99_8040_k99_8040_1	0	666	PF00795	0.60508	NA	NA	CN_hydrolase	Carbon-nitrogen hydrolase	1747	Cutibacterium acnes
SRR6145058	k99_8040	k99_8040_0-1789.1	antibacterial	k99_8040_k99_8040_3	1117	1789	PF03734	0.51716	CL0508	YkuD	YkuD	L,D-transpeptidase catalytic domain	1747	Cutibacterium acnes
SRR6145058	k99_4009	k99_4009_101-1042.1	antibacterial	k99_4009_k99_4009_1	101	368	PF13490	0.71697	CL0645	Anti-sigma_N	zf-HC2	Putative zinc-finger	1114969	Cutibacterium acnes TypeIA2 P.acn31
SRR6145058	k99_4009	k99_4009_101-1042.1	antibacterial	k99_4009_k99_4009_2	364	1042	PF07638	0.65547	CL0123	HTH	Sigma70_ECF	ECF sigma factor	1114969	Cutibacterium acnes TypeIA2 P.acn31
SRR6145058	k99_4009	k99_4009_101-1042.1	antibacterial	k99_4009_k99_4009_2	364	1042	PF04545	0.60923	CL0123	HTH	Sigma70_r4	Sigma-70, region 4	1114969	Cutibacterium acnes TypeIA2 P.acn31
SRR6145058	k99_4009	k99_4009_101-1042.1	antibacterial	k99_4009_k99_4009_2	364	1042	PF08281	0.65578	CL0123	HTH	Sigma70_r4_2	Sigma-70, region 4	1114969	Cutibacterium acnes TypeIA2 P.acn31
SRR6145058	k99_4009	k99_4009_101-1042.1	antibacterial	k99_4009_k99_4009_2	364	1042	PF04542	0.58764	CL0123	HTH	Sigma70_r2	Sigma-70 region 2	1114969	Cutibacterium acnes TypeIA2 P.acn31
SRR6145058	k99_11805	k99_11805_2-3798.1	NA	k99_11805_k99_11805_1	2	1250	PF00144	0.71046	CL0013	Beta-lactamase	Beta-lactamase	Beta-lactamase	1747	Cutibacterium acnes
SRR6145058	k99_11805	k99_11805_2-3798.1	NA	k99_11805_k99_11805_3	1667	3140	PF07992	0.69155	CL0063	NADP_Rossmann	Pyr_redox_2	Pyridine nucleotide-disulphide oxidoreductase	1747	Cutibacterium acnes
SRR6145058	k99_11805	k99_11805_2-3798.1	NA	k99_11805_k99_11805_3	1667	3140	PF13738	0.6918	CL0063	NADP_Rossmann	Pyr_redox_3	Pyridine nucleotide-disulphide oxidoreductase	1747	Cutibacterium acnes
SRR6145058	k99_11805	k99_11805_2-3798.1	NA	k99_11805_k99_11805_3	1667	3140	PF13434	0.71307	CL0063	NADP_Rossmann	K_oxygenase	L-lysine 6-monooxygenase (NADPH-requiring)	1747	Cutibacterium acnes
SRR6145058	k99_11805	k99_11805_2-3798.1	NA	k99_11805_k99_11805_3	1667	3140	PF12831	0.69112	CL0063	NADP_Rossmann	FAD_oxidored	FAD dependent oxidoreductase	1747	Cutibacterium acnes
SRR6145058	k99_11805	k99_11805_2-3798.1	NA	k99_11805_k99_11805_3	1667	3140	PF01946	0.70813	CL0063	NADP_Rossmann	Thi4	Thi4 family	1747	Cutibacterium acnes
SRR6145058	k99_11805	k99_11805_2-3798.1	NA	k99_11805_k99_11805_3	1667	3140	PF01593	0.74719	CL0063	NADP_Rossmann	Amino_oxidase	Flavin containing amine oxidoreductase	1747	Cutibacterium acnes
SRR6145058	k99_11805	k99_11805_2-3798.1	NA	k99_11805_k99_11805_3	1667	3140	PF13450	0.70751	CL0063	NADP_Rossmann	NAD_binding_8	NAD(P)-binding Rossmann-like domain	1747	Cutibacterium acnes
SRR6145058	k99_11805	k99_11805_2-3798.1	NA	k99_11805_k99_11805_3	1667	3140	PF00890	0.65342	CL0063	NADP_Rossmann	FAD_binding_2	FAD binding domain	1747	Cutibacterium acnes
SRR6145058	k99_11805	k99_11805_2-3798.1	NA	k99_11805_k99_11805_3	1667	3140	PF03486	0.62357	CL0063	NADP_Rossmann	HI0933_like	HI0933-like protein	1747	Cutibacterium acnes
SRR6145058	k99_11805	k99_11805_2-3798.1	NA	k99_11805_k99_11805_3	1667	3140	PF01266	0.63678	CL0063	NADP_Rossmann	DAO	FAD dependent oxidoreductase	1747	Cutibacterium acnes
SRR6145058	k99_11805	k99_11805_2-3798.1	NA	k99_11805_k99_11805_3	1667	3140	PF01494	0.60174	CL0063	NADP_Rossmann	FAD_binding_3	FAD binding domain	1747	Cutibacterium acnes
SRR6145058	k99_11805	k99_11805_2-3798.1	NA	k99_11805_k99_11805_3	1667	3140	PF14691	0.5089	CL0344	4Fe-4S	Fer4_20	Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster	1747	Cutibacterium acnes
SRR6145058	k99_11805	k99_11805_2-3798.1	NA	k99_11805_k99_11805_4	3132	3798	PF01493	0.60491	NA	NA	GXGXG	GXGXG motif	1747	Cutibacterium acnes
SRR6145058	k99_7674	k99_7674_1-532.1	antibacterial	k99_7674_k99_7674_1	1	532	PF00535	0.64331	CL0110	GT-A	Glycos_transf_2	Glycosyl transferase family 2	1747	Cutibacterium acnes
SRR6145058	k99_7674	k99_7674_1-532.1	antibacterial	k99_7674_k99_7674_1	1	532	PF13641	0.59747	CL0110	GT-A	Glyco_tranf_2_3	Glycosyltransferase like family 2	1747	Cutibacterium acnes
SRR6145058	k99_7154	k99_7154_1-541.1	antibacterial	k99_7154_k99_7154_1	1	541	PF04213	0.55076	NA	NA	HtaA	Htaa	1234380	Cutibacterium acnes C1
SRR6145058	k99_988	k99_988_2-1575.1	antibacterial	k99_988_k99_988_1	2	416	PF01939	0.51387	CL0236	PDDEXK	NucS	Endonuclease NucS	1234380	Cutibacterium acnes C1
SRR6145058	k99_988	k99_988_2-1575.1	antibacterial	k99_988_k99_988_2	756	1575	PF12146	0.57805	CL0028	AB_hydrolase	Hydrolase_4	Serine aminopeptidase, S33	1234380	Cutibacterium acnes C1
SRR6145058	k99_988	k99_988_2-1575.1	antibacterial	k99_988_k99_988_2	756	1575	PF00975	0.63321	CL0028	AB_hydrolase	Thioesterase	Thioesterase domain	1234380	Cutibacterium acnes C1
SRR6145058	k99_988	k99_988_2-1575.1	antibacterial	k99_988_k99_988_2	756	1575	PF00561	0.54686	CL0028	AB_hydrolase	Abhydrolase_1	alpha/beta hydrolase fold	1234380	Cutibacterium acnes C1
SRR6145058	k99_988	k99_988_2-1575.1	antibacterial	k99_988_k99_988_2	756	1575	PF12697	0.54284	CL0028	AB_hydrolase	Abhydrolase_6	Alpha/beta hydrolase family	1234380	Cutibacterium acnes C1
SRR6145058	k99_988	k99_988_2-1575.1	antibacterial	k99_988_k99_988_2	756	1575	PF00756	0.501	CL0028	AB_hydrolase	Esterase	Putative esterase	1234380	Cutibacterium acnes C1
SRR6145058	k99_10571	k99_10571_1-1108.1	antibacterial	k99_10571_k99_10571_1	1	568	PF16154	0.62504	NA	NA	DUF4862	Domain of unknown function (DUF4862)	1747	Cutibacterium acnes
SRR6145058	k99_10571	k99_10571_1-1108.1	antibacterial	k99_10571_k99_10571_2	592	1108	PF07690	0.64797	CL0015	MFS	MFS_1	Major Facilitator Superfamily	1747	Cutibacterium acnes
SRR6145058	k99_9693	k99_9693_2-389.1	antibacterial	k99_9693_k99_9693_1	2	389	PF02754	0.50728	NA	NA	CCG	Cysteine-rich domain	1747	Cutibacterium acnes
SRR6145058	k99_7679	k99_7679_0-663.1	antibacterial	k99_7679_k99_7679_1	0	663	PF00425	0.62878	NA	NA	Chorismate_bind	chorismate binding enzyme	1747	Cutibacterium acnes
SRR6145058	k99_2871	k99_2871_0-1194.1	antibacterial	k99_2871_k99_2871_1	0	366	PF07992	0.66482	CL0063	NADP_Rossmann	Pyr_redox_2	Pyridine nucleotide-disulphide oxidoreductase	1747	Cutibacterium acnes
SRR6145058	k99_2871	k99_2871_0-1194.1	antibacterial	k99_2871_k99_2871_2	489	1194	PF17197	0.6428	NA	NA	DUF5134	Domain of unknown function (DUF5134)	1747	Cutibacterium acnes
SRR6145058	k99_10493	k99_10493_2051-2399.1	antibacterial	k99_10493_k99_10493_3	2051	2399	PF13524	0.55665	CL0113	GT-B	Glyco_trans_1_2	Glycosyl transferases group 1	1747	Cutibacterium acnes
SRR6145058	k99_10493	k99_10493_2051-2399.1	antibacterial	k99_10493_k99_10493_3	2051	2399	PF00534	0.52987	CL0113	GT-B	Glycos_transf_1	Glycosyl transferases group 1	1747	Cutibacterium acnes
SRR6145058	k99_10493	k99_10493_2051-2399.1	antibacterial	k99_10493_k99_10493_3	2051	2399	PF13692	0.54801	CL0113	GT-B	Glyco_trans_1_4	Glycosyl transferases group 1	1747	Cutibacterium acnes
SRR6145058	k99_8992	k99_8992_2531-3140.1	antibacterial	k99_8992_k99_8992_2	2531	3140	PF00440	0.58125	CL0123	HTH	TetR_N	Bacterial regulatory proteins, tetR family	1747	Cutibacterium acnes
SRR6145058	k99_3639	k99_3639_2-2033.1	antibacterial	k99_3639_k99_3639_1	2	1160	PF13385	0.53371	CL0004	Concanavalin	Laminin_G_3	Concanavalin A-like lectin/glucanases superfamily	1747	Cutibacterium acnes
SRR6145058	k99_3639	k99_3639_2-2033.1	antibacterial	k99_3639_k99_3639_1	2	1160	PF02210	0.5434	CL0004	Concanavalin	Laminin_G_2	Laminin G domain	1747	Cutibacterium acnes
SRR6145058	k99_3639	k99_3639_2-2033.1	antibacterial	k99_3639_k99_3639_1	2	1160	PF00054	0.54809	CL0004	Concanavalin	Laminin_G_1	Laminin G domain	1747	Cutibacterium acnes
SRR6145058	k99_3639	k99_3639_2-2033.1	antibacterial	k99_3639_k99_3639_2	1232	2033	PF07690	0.56723	CL0015	MFS	MFS_1	Major Facilitator Superfamily	1747	Cutibacterium acnes
SRR6145058	k99_7479	k99_7479_2-1855.1	antibacterial	k99_7479_k99_7479_1	2	548	PF00482	0.63696	NA	NA	T2SSF	Type II secretion system (T2SS), protein F	1747	Cutibacterium acnes
SRR6145058	k99_7479	k99_7479_2-1855.1	antibacterial	k99_7479_k99_7479_2	756	1044	PF14029	0.57868	NA	NA	DUF4244	Protein of unknown function (DUF4244)	1747	Cutibacterium acnes
SRR6145058	k99_7479	k99_7479_2-1855.1	antibacterial	k99_7479_k99_7479_4	1447	1855	PF13400	0.56291	CL0496	Tad-like	Tad	Putative Flp pilus-assembly TadE/G-like	1747	Cutibacterium acnes
SRR6145058	k99_1195	k99_1195_0-1661.1	antibacterial	k99_1195_k99_1195_1	0	1407	PF01642	0.64325	NA	NA	MM_CoA_mutase	Methylmalonyl-CoA mutase	1747	Cutibacterium acnes
SRR6145058	k99_1195	k99_1195_0-1661.1	antibacterial	k99_1195_k99_1195_2	1403	1661	PF01642	0.63885	NA	NA	MM_CoA_mutase	Methylmalonyl-CoA mutase	1747	Cutibacterium acnes
SRR6145058	k99_7216	k99_7216_2-3523.1	NA	k99_7216_k99_7216_1	2	740	PF02518	0.56852	CL0025	His_Kinase_A	HATPase_c	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	1747	Cutibacterium acnes
SRR6145058	k99_7216	k99_7216_2-3523.1	NA	k99_7216_k99_7216_3	1176	1758	PF13673	0.58281	CL0257	Acetyltrans	Acetyltransf_10	Acetyltransferase (GNAT) domain	1747	Cutibacterium acnes
SRR6145058	k99_7216	k99_7216_2-3523.1	NA	k99_7216_k99_7216_3	1176	1758	PF13508	0.60212	CL0257	Acetyltrans	Acetyltransf_7	Acetyltransferase (GNAT) domain	1747	Cutibacterium acnes
